# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       11.602      701.016
       0.011        0.000        5.508      446.160
       0.022        0.000        3.750      223.664
       0.033        0.000        3.750      223.664
       0.043        0.000        8.004      670.246
       0.055        0.000        5.910      447.336
       0.066        0.000        5.266      445.203
       0.077        0.000       10.191      894.656
       0.089        0.000        5.969      447.328
       0.100        0.000        5.902      447.328
       0.111       88.100        8.117      670.992
       0.123        0.000        3.762      223.664
       0.134        0.000        8.117      670.992
       0.145        0.000        3.762      223.664
       0.157        0.000        8.051      670.992
       0.169        0.000        4.090      225.992
       0.180        0.000        3.766      223.664
       0.192        0.000        5.977      447.328
       0.204       84.700        3.773      223.664
       0.215        0.000        6.012      447.586
       0.227        0.000        7.391      449.312
       0.239        0.000        3.836      223.793
       0.251        0.000        3.844      223.793
       0.262        0.000        3.844      223.793
       0.275        0.000        6.094      447.586
       0.287       81.900        3.844      223.793
       0.299        0.000        3.844      223.793
       0.311        0.000        3.852      223.793
       0.322        0.000        7.414      449.316
       0.334        0.000        6.883      449.316
       0.346        0.000        3.863      223.793
       0.358        0.000        6.152      447.586
       0.370        0.000        3.891      223.793
       0.383       79.300        3.891      223.793
       0.395        0.000        3.895      223.793
       0.407        0.000        3.895      223.793
       0.420        0.000        3.906      223.793
       0.432       81.600        3.922      223.922
       0.444       82.200        3.922      223.922
       0.457        0.000        3.938      223.922
       0.469        0.000        3.945      223.922
       0.481        0.000        3.945      223.922
       0.493        0.000        6.297      447.844
       0.506       81.500        6.371      447.844
       0.518        0.000        6.371      447.844
       0.530       82.400        9.754       72.023
       0.543       80.500       10.242       72.512
       0.555      241.700       10.922       73.195
       0.568      157.500       11.316       73.398
       0.580       81.100       16.707      114.426
       0.592      162.100       16.961      114.418
       0.605       80.200       16.969      114.406
       0.617       81.200       16.953      114.387
       0.629       80.900       16.930      114.352
       0.643      152.800       16.895      114.305
       0.655       77.600       16.844      114.230
       0.668      160.200       16.781      114.141
       0.680       80.600       16.703      114.027
       0.693      163.900       16.621      114.043
       0.705       81.300       16.535      113.918
       0.717      163.000       16.438      113.773
       0.729       82.200       16.336      113.762
       0.742      231.800       16.234      113.613
       0.755       79.200       16.125      113.457
